,Name,Value
3921,Sonic Adventure 2 ,14.0
2993,Of Orcs And Men,14.0
4763,Uncharted Waters Online Gran Atlas,14.0
5152,the static speaks my name,13.0
3565,Robotex,13.0
722,Call of Duty 2,13.0
2019,Guild Wars,13.0
3799,Shift 2 Unleashed,13.0
588,Blood of Old,13.0
4964,Wild Warfare,13.0
762,Car Mechanic Simulator 2015,13.0
3573,Rocksmith,13.0
3564,Robot Roller-Derby Disco Dodgeball,13.0
1646,FaceRig,13.0
3614,Rustbucket Rumble,13.0
3814,SiN Multiplayer,13.0
3813,SiN Episodes Emergence,13.0
3812,SiN,13.0
4100,Strike Vector,13.0
1367,Dragon's Prophet,13.0
2678,Medal of Honor Airborne,13.0
4033,StarDrive,13.0
4758,Ultimate Tic-Tac-Toe,13.0
1684,Famaze,13.0
601,Bloody Trapland,13.0
2422,Krater,13.0
3831,Sid Meier's Starships,13.0
4066,Steel & Steam Episode 1,13.0
10,140,13.0
756,Cannons Lasers Rockets,13.0
1026,Crusader Kings II Military Orders Unit Pack,13.0
1285,Disciples III Renaissance,13.0
4507,The Typing of The Dead Overkill,13.0
5078,You Need A Budget 4 (YNAB),13.0
766,Car Mechanic Simulator 2015 - Youngtimer,13.0
3547,Rise of the Triad,13.0
1354,Dragomon Hunter,13.0
2510,Life is Feudal Your Own,13.0
2508,Lichdom Battlemage,13.0
4960,Why So Evil,13.0
4882,Wanderlust Rebirth,13.0
3081,Painkiller Black Edition,13.0
920,Commander Keen Complete Pack,13.0
4744,TypeRider,13.0
3224,Portal 2 - The Final Hours,13.0
3508,Retro City Rampage DX,13.0
1074,DETOUR,13.0
1057,Curse of Mermos,13.0
1444,ENSLAVED Odyssey to the West Premium Edition,13.0
2852,NBA 2K16,13.0
2730,Might & Magic Heroes Online,13.0
2472,Lead and Gold - Gangs of the Wild West,13.0
2192,Humanity Asset,13.0
4672,TowerFall Ascension,13.0
2187,Hotline Miami 2 Wrong Number Digital Comic,13.0
1459,EasyAntiCheat eSports,13.0
1521,Epigenesis,13.0
2477,Legacy of Kain Defiance,13.0
4559,Ticket to Ride - Europe,13.0
2605,Magic The Gathering - Duels of the Planeswalkers,13.0
1083,DUNGEONS - Steam Special Edition,13.0
277,Anno 1404,13.0
3401,RPG Maker Royal Tiles Resource Pack,13.0
4932,Warmachine Tactics,13.0
2747,Minimum,13.0
4850,Viscera Cleanup Detail,13.0
3701,Savant - Ascent,13.0
2152,Heroes of Scene,13.0
3198,Planetary Annihilation TITANS,13.0
4521,The Whispered World Special Edition,13.0
482,Battlepaths,13.0
1876,GameGuru,13.0
3218,Pool Nation FX,13.0
3633,SOMA,13.0
3967,Spartans Vs Zombies Defense,13.0
3965,Sparkle 2 Evo,13.0
2209,"I Have No Mouth, and I Must Scream",13.0
3220,Port Royale 3,13.0
4426,The Longest Journey,13.0
196,AirBuccaneers,13.0
4439,The Misadventures of P.B. Winterbottom,13.0
2496,Lego Star Wars Saga,13.0
2723,Midnight Club II,13.0
1869,Galcon Fusion,13.0
2776,Morphopolis,13.0
3206,Platypus II,12.0
3359,RACE Caterham Expansion,12.0
1740,Five Nights at Freddy's 3,12.0
3406,RPG Maker Tyler Warren First 50 Battler Pack,12.0
1994,Grey Goo,12.0
4676,Toy Soldiers,12.0
3242,Pressured,12.0
1652,Faerie Solitaire,12.0
3271,Pro Evolution Soccer 2015,12.0
3702,Saviors,12.0
2153,Heroes of SoulCraft,12.0
3086,Painkiller Overdose,12.0
4792,Urban Trial Freestyle,12.0
2308,Jack Lumber,12.0
2278,Interstellar Marines,12.0
2372,Killer is Dead,12.0
3275,Professional Farmer 2014,12.0
3191,Planet Explorers,12.0
4821,Velvet Assassin,12.0
3213,Poly Bridge,12.0
465,Battle Battalions,12.0
1817,Front Mission Evolved,12.0
3654,Sacred Gold,12.0
544,Blackguards 2,12.0
2523,Limited Edition,12.0
159,Agarest Generations of War,12.0
2213,IL-2 Sturmovik 1946,12.0
2111,HeXen II,12.0
3583,RollerCoaster Tycoon 2 Triple Thrill Pack,12.0
2381,King Arthur Collection,12.0
173,Age of Conan Unchained - EU version,12.0
3439,Rayman Origins,12.0
4886,War for the Overworld,12.0
574,Blockland,12.0
273,Angry Video Game Nerd Adventures,12.0
594,BloodRealm Battlegrounds,12.0
900,Colin McRae Rally,12.0
3851,Singularity,12.0
71,A.R.E.S.,12.0
2785,Mortal Kombat Legacy - Ep. 9 Cyrax & Sektor,12.0
4053,Startopia,12.0
1290,Dismal Swamp DLC,12.0
4458,The Polynomial,12.0
1048,Cubemen,12.0
1254,Dev Guy,12.0
1054,Cult of the Wind,12.0
4331,The Cat Lady,12.0
1236,Desert Thunder,12.0
808,Chains,12.0
1224,Depression Quest,12.0
2709,Metal Reaper Online,12.0
1089,Damned,12.0
4186,Swords and Soldiers HD,12.0
4225,TRAUMA,12.0
3852,Sinister City,12.0
4173,Sweet Lily Dreams,12.0
2595,Madballs in...Babo Invasion,12.0
4128,Sunless Sea,12.0
4563,Tidalis,12.0
1534,Estranged Act I,12.0
830,Chip,12.0
2919,Nether Arena,12.0
2727,Might & Magic Clash of Heroes,12.0
1562,Europa Universalis IV Conquistadors Unit pack ,12.0
3001,OlliOlli,12.0
856,Cities XL 2012,12.0
4377,The Fish Fillets 2,12.0
4391,The Guild Gold Edition,12.0
1327,Don't Starve Shipwrecked,12.0
636,Bound By Flame,12.0
2946,Nikopol Secrets of the Immortals,12.0
2312,Jagged Alliance - Back in Action,12.0
3974,Speedball 2 HD,12.0
4237,Tales from Space Mutant Blobs Attack,12.0
716,CaesarIA,12.0
586,Blood Omen 2 Legacy of Kain,12.0
3992,Splice,12.0
4599,Tom Clancy's Ghost Recon Future Soldier,12.0
2988,Oddworld Munch's Oddysee,12.0
2650,Marine Sharpshooter II Jungle Warfare,12.0
1344,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",12.0
8,12 Labours of Hercules II The Cretan Bull,12.0
2968,Nux,12.0
1533,Esenthel Engine,11.0
3976,SpellForce 2 - Demons of the Past,11.0
3117,Patrician IV Steam Special Edition,11.0
60,A Story About My Uncle,11.0
4421,The Legend of Heroes Trails in the Sky,11.0
3954,Space Run,11.0
4980,Wings of Prey,11.0
4666,Total War Battles SHOGUN,11.0
2921,Never Alone (Kisima Ingitchuna),11.0
1844,GRAV,11.0
3119,Peggle Extreme,11.0
302,Apotheon Arena,11.0
1164,Deadly Premonition The Director's Cut,11.0
1406,Dungeon Defenders Eternity,11.0
2965,Nuclear Throne,11.0
3469,Red Faction Armageddon Soundtrack,11.0
3647,STORM Frontline Nation,11.0
291,Anoxemia,11.0
1871,Game Character Hub,11.0
3186,PixelJunk Shooter,11.0
4800,Valdis Story Abyssal City,11.0
1525,Escape,11.0
1747,FlatOut Ultimate Carnage,11.0
2436,LEGO Batman The Videogame,11.0
1951,Golden Rush,11.0
1930,Glacier 3 The Meltdown,11.0
398,Aveyond 3-2 Gates of Night,11.0
5095,Zeno Clash 2,11.0
1451,Earth 2150 Trilogy,11.0
4742,Two Worlds II Castle Defense,11.0
2427,Kung Fu Strike The Warrior's Rise,11.0
4992,Wolfenstein 3D,11.0
390,Avadon The Black Fortress,11.0
792,Castle Story,11.0
5102,Zombie Driver,11.0
2700,Men of War Vietnam,11.0
1255,Devil May Cry 3 Special Edition,11.0
1998,Greyfox,11.0
1920,Ghost Master,11.0
3123,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,11.0
1373,Draw a Stickman EPIC,11.0
2407,Kings Bounty Legions,11.0
1905,Gems of War,11.0
2597,Mafia,11.0
4713,Trine 3 The Artifacts of Power,11.0
3809,Shower With Your Dad Simulator 2015 Do You Still Shower With Your Dad,11.0
3120,Peggle Nights,11.0
282,Anodyne,11.0
2151,Heroes of Might & Magic V Tribes of the East,11.0
265,Analogue A Hate Story,11.0
2363,Keep Talking and Nobody Explodes,11.0
891,Codename Gordon,11.0
2779,Mortal Kombat Legacy - Ep. 3 Johnny Cage,11.0
3771,Shadowrun Hong Kong,11.0
1044,Crystals of Time,11.0
3347,QuestRun,11.0
1030,Crusaders of the Lost Idols,11.0
1025,Crusader Kings II Hymns of Abraham,11.0
4321,The Book of Unwritten Tales Extras,11.0
1020,Crow - Hunter (Trapper Class),11.0
3027,Orborun,11.0
2244,Indiana Jones and the Fate of Atlantis,11.0
2245,Indiana Jones and the Last Crusade,11.0
2547,Lost Planet 2,11.0
4273,Terra Incognita ~ Chapter One The Descendant,11.0
3241,Pressure,11.0
577,Blockstorm,11.0
2538,Loom,11.0
5132,how do you Do It?,11.0
2782,Mortal Kombat Legacy - Ep. 6 Raiden,11.0
1560,Europa Universalis IV American Dream DLC,11.0
537,Black Mesa,11.0
2753,Missing Translation,11.0
3437,Ravensword Shadowlands,11.0
3429,Railroad Tycoon 2 Platinum,11.0
3430,Railroad Tycoon 3,11.0
4936,Warside,11.0
4245,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,10.0
1898,Gas Guzzlers Extreme,10.0
2327,Jet Gunner,10.0
4514,The Void,10.0
3196,Planetary Annihilation - Digital Deluxe Bundle,10.0
2331,Jigoku Kisetsukan Sense of the Seasons,10.0
4243,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,10.0
721,Call of Duty,10.0
4244,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,10.0
2320,Jagged Alliance Online Raven Pack,10.0
2448,LISA,10.0
4242,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,10.0
4241,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,10.0
4236,Tales Runner,10.0
5082,Ys Origin,10.0
3291,ProtoGalaxy,10.0
3409,RPG Maker XP,10.0
4410,The Journey Down Chapter One,10.0
3975,Speedball 2 Tournament,10.0
3648,SUPER DISTRO,10.0
950,Construction Simulator 2015 Vertical Skyline,10.0
3251,Prime World Defenders,10.0
62,A Valley Without Wind 2,10.0
954,Contraption Maker,10.0
5,100% Orange Juice,10.0
61,A Valley Without Wind,10.0
3459,Rebel Galaxy,10.0
1144,Dead Realm,10.0
7,12 Labours of Hercules,10.0
4708,Trials Fusion,10.0
2455,La-Mulana,10.0
2110,HeXen Deathkings of the Dark Citadel,10.0
2116,Hearts of Iron III German II Sprite Pack,10.0
2453,LYNE,10.0
2287,Iron Brigade,10.0
3629,SHOGUN Total War - Gold Edition,10.0
975,Cossacks II Napoleonic Wars,10.0
305,AquaNox,10.0
3436,Ravaged Zombie Apocalypse,10.0
355,Assassin's Creed Freedom Cry,10.0
2008,Grotesque Tactics Evil Heroes,10.0
4449,The Old Tree,10.0
4779,Universe at War Earth Assault,10.0
4448,The Novelist,10.0
4336,The Chronicles of Riddick Assault on Dark Athena,10.0
3383,RPG MO,10.0
2707,Metal Gear Solid Legacy,10.0
3391,RPG Maker Futuristic Tiles Resource Pack,10.0
4974,Wind of Luck Arena,10.0
1084,DUNGEONS - The Dark Lord (Steam Special Edition),10.0
4196,TDP5 Arena 3D,10.0
4129,Sunny - Hunter (Support Class),10.0
1215,Democracy 3 Extremism Mac,10.0
1214,Democracy 3 Extremism Linux,10.0
1213,Democracy 3 Extremism,10.0
2133,Heretic Shadow of the Serpent Riders,10.0
800,Castlevania Lords of Shadow 2,10.0
2204,Hyperdimension Neptunia Re;Birth1,10.0
2207,I Am Alive,10.0
1995,Grey Goo - Emergence Campaign,10.0
4036,StarMade,10.0
1318,Dogs of War Online - Beta,10.0
1028,Crusader Kings II Warriors of Faith Unit Pack,10.0
2232,Imperium Romanum Gold Edition,10.0
306,AquaNox 2 Revelation,10.0
3197,Planetary Annihilation - Original Soundtrack,10.0
3350,Quintet,10.0
2784,Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),10.0
2783,Mortal Kombat Legacy - Ep. 7 Scorpion and Sub-Zero (Part 1),10.0
2109,HeXen Beyond Heretic,10.0
1121,Darkwind War on Wheels,10.0
1986,Gravilon,10.0
3551,Risen 3 - Titan Lords,10.0
2781,Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),10.0
2780,Mortal Kombat Legacy - Ep. 4 Kitana & Mileena (Part 1),10.0
4831,Victim of Xen,10.0
1282,Disciples II Gallean's Return,10.0
1537,Eternal Silence,10.0
1582,Evolution RTS,10.0
3924,Sonic CD,10.0
2465,Larva Mortus,10.0
5032,X Beyond the Frontier,10.0
1466,Edge of Space,10.0
4671,Tower of Guns,10.0
1447,Eador. Masters of the Broken World,10.0
1517,Epic Arena,10.0
686,Bus Driver,10.0
3866,Skulls of the Shogun,10.0
5011,World in Conflict,10.0
1808,Freedom Force,10.0
1809,Freedom Force vs. the 3rd Reich,10.0
4995,Wolfenstein The New Order German Edition,10.0
3849,Simply Chess,10.0
5012,World in Conflict Soviet Assault,10.0
2520,Lilly and Sasha Curse of the Immortals,10.0
2565,Lunar Flight,10.0
1609,FINAL FANTASY III,10.0
509,Beyond Good & Evil,10.0
3791,Shelter,10.0
1535,Eternal Fate,10.0
3882,Slim - Hunter (Medic Class),10.0
4660,Torvald - Hunter (Assault Class),10.0
1555,Eurofighter Typhoon,10.0
3740,Septerra Core,10.0
1565,Europa Universalis IVNative Americans Unit Pack,10.0
3801,Ship Simulator Extremes,10.0
1563,Europa Universalis IV National Monuments II,10.0
1794,Frankenstein Master of Death,10.0
3804,Shoot Many Robots,10.0
704,CSGO Player Profiles - Get_Right,9.0
4873,WTFast Gamers Private Network (GPN),9.0
2856,NEKOPARA Vol. 1,9.0
663,Broken Sword 5 - the Serpent's Curse,9.0
2200,Hurtworld,9.0
4922,"Warhammer 40,000 Storm of Vengeance Deathwing Terminator",9.0
661,Broken Sword 3 - the Sleeping Dragon,9.0
2480,Legend of Dungeon,9.0
1557,Europa Universalis III Divine Wind,9.0
1340,Double Dragon Neon,9.0
534,Black Fire,9.0
4493,The Stomping Land,9.0
1932,Gladiators Online Death Before Dishonor,9.0
2342,Jurassic Park The Game,9.0
1790,Fractal Make Blooms Not War,9.0
3905,Snuggle Truck,9.0
2155,Heroine's Quest The Herald of Ragnarok,9.0
2365,Kentucky Route Zero,9.0
4189,Syder Arcade,9.0
1286,Disciples III Resurrection,9.0
4857,Volgarr the Viking,9.0
1143,Dead Pixels,9.0
286,Anomaly Korea,9.0
4169,Survivalist,9.0
1718,Fight The Dragon,9.0
1473,Eldritch,9.0
4962,Wickland,9.0
1969,Grand Ages Rome,9.0
1926,Giana Sisters Twisted Dreams - Rise of the Owlverlord,9.0
5047,X-Tension,9.0
4091,Street Racing Syndicate,9.0
4476,The Settlers 7 Paths to a Kingdom - Gold Edition,9.0
2022,Guild Wars Trilogy,9.0
5138,ibb & obb,9.0
4168,Survival Postapocalypse Now,9.0
4347,The Dark Eye Chains of Satinav,9.0
1156,DeadCore,9.0
1191,Defense Grid 2 A Matter of Endurance,9.0
2434,LEGO Batman 2,9.0
4088,Street Fighter IV,9.0
1127,Dawn of Discovery,9.0
1188,Defender's Quest Valley of the Forgotten,9.0
439,Ballpoint Universe Infinite,9.0
1218,Democracy 3 Social Engineering Mac,9.0
1636,FUEL,9.0
3319,Puzzle Quest,9.0
1217,Democracy 3 Social Engineering Linux,9.0
1216,Democracy 3 Social Engineering,9.0
3977,SpellForce 2 - Demons of the Past - Soundtrack,9.0
3716,Screencheat,9.0
708,CSGO Player Profiles - Olofmeister,9.0
2982,Obulis,9.0
709,CSGO Player Profiles - Taz,9.0
983,Counter-Strike Nexon Zombies - Starter Pack,9.0
2392,King's Bounty Warriors of the North,9.0
4429,The Lost Crown,9.0
3493,Requiem,9.0
4686,Train Fever,9.0
4597,Tom Clancy's Ghost Recon Advanced Warfighter 2,9.0
2284,"Invisible, Inc.",9.0
3957,Space Trader Merchant Marine,9.0
5033,X Rebirth,9.0
703,CSGO Player Profiles - Fallen,9.0
700,CSGO Player Profiles,9.0
701,CSGO Player Profiles - Device,9.0
4706,Trials 2 Second Edition,9.0
702,CSGO Player Profiles - Edward,9.0
2253,Infested Planet,9.0
3718,Scribblenauts Unmasked,9.0
3331,Quake 4,9.0
706,CSGO Player Profiles - Markeloff,9.0
705,CSGO Player Profiles - KennyS,9.0
348,Arx Fatalis,9.0
2945,Nihilumbra,9.0
4552,This War of Mine - War Child Charity DLC,9.0
3678,Sam & Max 106 Bright Side of the Moon,9.0
4555,Thunder Wolves,9.0
2059,Hack 'n' Slash,9.0
3677,Sam & Max 105 Reality 2.0,9.0
53,A Bird Story,9.0
3782,ShareX,9.0
1858,Galactic Civilizations I Ultimate Edition,9.0
2718,Miasmata,9.0
2242,Incoming Forces,9.0
3675,"Sam & Max 103 The Mole, the Mob and the Meatball",9.0
707,CSGO Player Profiles - N0thing,9.0
3674,Sam & Max 102 Situation Comedy,9.0
1656,Fairy Bloom Freesia,9.0
2953,No Time To Explain Remastered,9.0
4729,Trucks & Trailers,9.0
720,Call of Cthulhu Dark Corners of the Earth,9.0
2243,Incredipede,9.0
3673,Sam & Max 101 Culture Shock,9.0
3064,PARTICLE MACE,9.0
855,Cities XL 2011,8.0
1558,Europa Universalis III Heir to the Throne,8.0
1137,Dead Effect,8.0
1177,DeathSpank,8.0
4399,The Howler,8.0
3737,Sengoku,8.0
4408,The Jackbox Party Pack,8.0
1129,Dawn of Discovery - Venice,8.0
1538,Ethan Meteor Hunter,8.0
89,AaAaAA!!! - A Reckless Disregard for Gravity,8.0
3732,Secrets of Rtikon,8.0
829,Chime,8.0
3089,Painkiller Resurrection,8.0
4560,Ticket to Ride - Legendary Asia,8.0
4812,Vanguard Princess Director's Cut,8.0
2102,Hatoful Boyfriend,8.0
2733,Might & Magic X - Legacy ,8.0
4811,Vanguard Princess,8.0
1178,DeathSpank Thongs Of Virtue,8.0
643,Break Into Zatwor,8.0
1767,Football Manager 2016 Demo,8.0
3087,Painkiller Recurring Evil,8.0
290,Another World,8.0
2966,Numba Deluxe,8.0
2858,NEO Scavenger,8.0
1128,Dawn of Discovery - Demo,8.0
4656,Tony Hawk's Pro Skater HD,8.0
3014,One Manga Day,8.0
96,Absconding Zatwor,8.0
4326,The Bureau XCOM Declassified - Code Breakers,8.0
194,Air Conflicts Pacific Carriers,8.0
3837,Silent Hill Homecoming,8.0
2233,Impire,8.0
602,Bloons TD5,8.0
1018,Crossfire Europe,8.0
4612,Tom Clancy's Ghost Recon Phantoms - EU Support Starter Pack,8.0
1621,FINAL FANTASY XIV A Realm Reborn (NA version),8.0
1622,FINAL FANTASY XIV A Realm Reborn (PAL version),8.0
3327,Q.U.B.E.,8.0
3785,Shattered Haven,8.0
2530,Little Racers STREET,8.0
2329,Jet Set Radio,8.0
118,Aerena,8.0
223,Alien Shooter 2 Reloaded,8.0
4267,Temper Tantrum,8.0
220,Alien Rage - Unlimited,8.0
2289,Iron Front  D-Day DLC,8.0
2290,Iron Grip Warlord,8.0
972,Cossacks Back to War,8.0
955,Contrast,8.0
3043,Out of the Park Baseball 14,8.0
3245,Prey,8.0
1701,Farming Simulator 2011,8.0
2211,"I, Zombie",8.0
4632,Tom Clancy's H.A.W.X. 2,8.0
2171,Holy Avatar vs. Maidens of the Dead,8.0
2128,Helicopter Simulator 2014 Search and Rescue,8.0
1564,Europa Universalis IV Songs of the New World,8.0
3004,Omerta - City of Gangsters The Bulgarian Colossus,8.0
1119,Darkspore,8.0
3199,Planetbase,8.0
1725,Finding Teddy Soundtrack,8.0
1724,Finding Teddy,8.0
4854,Voices from the Sea,8.0
4175,Swipecart,8.0
2150,Heroes of Might & Magic V Hammers of Fate,8.0
3200,Planets Under Attack,8.0
615,BookWorm Deluxe,8.0
252,American Conquest,8.0
4195,TDP4Team Battle,8.0
1085,DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,8.0
1713,Fieldrunners,8.0
607,Blur,8.0
2573,MEDIEVAL Total War - Gold Edition,8.0
1599,F1 2014,8.0
2196,Hunted The Demon's Forge,8.0
2348,KAMI,8.0
2849,NBA 2K13,8.0
1707,Fate of the World,8.0
4636,Tom Clancy's Rainbow Six Siege,8.0
4124,Summoner,8.0
4152,Super Splatters,8.0
396,Avernum Escape From the Pit,8.0
1468,Edna & Harvey The Breakout,8.0
1941,Go! Go! Nippon! ~My First Trip to Japan~,8.0
481,Battlegrounds of Eldhelm,8.0
4993,Wolfenstein 3D Spear of Destiny,8.0
3946,Space Hulk,8.0
2435,LEGO Batman 3 Beyond Gotham,8.0
1954,GooCubelets,8.0
1315,Dogfight 1942,8.0
2687,Megabyte Punch,8.0
1964,Gothic 3 Forsaken Gods Enhanced Edition,8.0
1294,Distance,8.0
765,Car Mechanic Simulator 2015 - Visual Tuning,8.0
1475,Electronic Super Joy,8.0
385,Aura Kingdom - Winter Gift,8.0
1284,Disciples III Reincarnation,8.0
4961,Why So Evil 2 Dystopia,8.0
3922,Sonic Adventure 2 Battle Mode DLC,8.0
3552,Rising Angels Reborn,8.0
2698,Men of War Condemned Heroes,8.0
1259,Devil's Workshop pack,8.0
3157,Pinball FX2 - Paranormal Table,8.0
3683,Sam & Max 205 What's New Beelzebub?,8.0
3682,Sam & Max 204 Chariots of the Dogs,8.0
4451,The Path,8.0
4530,The Wonderful End of the World,8.0
4699,Transistor Soundtrack,8.0
3962,Spacebase DF-9,8.0
4700,Trapped Dead,8.0
1849,GT Legends,8.0
4520,The Whispered World,8.0
2456,Labyrinthine Dreams,8.0
2469,Last Word,8.0
1391,Droplitz,8.0
4715,Tropico,8.0
4716,Tropico 2 Pirate Cove,8.0
3681,Sam & Max 203 Night of the Raving Dead,8.0
1829,Frozen Free Fall Snowball Fight,8.0
1828,Frontlines Fuel of War,8.0
1381,Dreamfall The Longest Journey,8.0
742,Call of Duty United Offensive,8.0
1360,Dragon Age Origins Character Creator,8.0
3679,Sam & Max 201 Ice Station Santa,8.0
2989,Oddworld New 'n' Tasty,8.0
50,99 Levels To Hell,8.0
3680,Sam & Max 202 Moai Better Blues,8.0
2007,Grotesque Tactics 2 - Dungeons and Donuts,8.0
2311,Jade Empire Special Edition,8.0
2710,Metal War Online Retribution,8.0
1223,Deponia The Complete Journey,8.0
4446,The Night of the Rabbit,8.0
3499,Resident Evil 6 Mercenaries No Mercy,8.0
4674,Towns,8.0
2928,New kind of adventure,8.0
814,Chantelise,8.0
3166,Pink Heaven,8.0
1520,Epic Cards Battle(TCG),8.0
4985,Without Within,7.0
3590,Roogoo,7.0
2918,Nether - Chosen,7.0
3067,PAYDAY The Heist Game Soundtrack,7.0
3603,Runaway A Road Adventure,7.0
4102,Strong Bad Episode 2 Strong Badia the Free,7.0
2240,InMind VR,7.0
2335,Jolly Rover,7.0
3676,Sam & Max 104 Abe Lincoln Must Die!,7.0
1380,Dreamfall Chapters,7.0
3616,Ruzh Delta Z,7.0
4103,Strong Bad Episode 3 Baddest of the Bands,7.0
600,Bloody Good Time,7.0
4104,Strong Bad Episode 4 Dangeresque 3,7.0
4105,Strong Bad Episode 5 8-Bit Is Enough,7.0
2485,Legend of Mysteria,7.0
4015,Star Trek D-A-C,7.0
1787,Fortune Summoners Secret of the Elemental Stone,7.0
2787,Mortal Kombat Legacy II - Ep. 10 Liu Kang and Kung Lao,7.0
4618,Tom Clancy's Ghost Recon Phantoms - NA Assault Starter Pack,7.0
1051,Cubetractor,7.0
12,16 Bit Arena,7.0
2088,Hand Of Fate,7.0
1600,F1 2015,7.0
4032,Star Wolves 3 Civil War,7.0
1332,Door Kickers Soundtrack,7.0
2027,Gumboy Crazy Features,7.0
3711,Scourge Outbreak,7.0
1166,Deadly Sin 2,7.0
1602,FATE,7.0
4582,Titan Attacks,7.0
363,Assassins Creed Chronicles China,7.0
654,Brilliant Bob,7.0
4327,The Bureau XCOM Declassified - Light Plasma Pistol,7.0
2446,LIGHTNING RETURNS FINAL FANTASY XIII,7.0
4322,The Book of Unwritten Tales The Critter Chronicles,7.0
4101,Strong Bad Episode 1 Homestar Ruiner,7.0
2515,Light,7.0
5030,Wrath of Athena,7.0
2561,Lume,7.0
974,Cossacks II Battle for Europe,7.0
445,Bardbarian,7.0
1870,Galcon Legends,7.0
971,Cossacks Art of War,7.0
3795,Sherlock Holmes Crimes and Punishments,7.0
1851,GTA SA German Mac,7.0
4278,Terrorhedron,7.0
4282,Teslagrad,7.0
4126,Sun Blast,7.0
3651,Sacred 3,7.0
3487,Remnants Of Isolation,7.0
2304,Ittle Dew,7.0
2313,Jagged Alliance 2 - Wildfire ,7.0
212,Alganon,7.0
3248,Primal Carnage Extinction,7.0
2,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),7.0
451,Batman Arkham Asylum,7.0
2963,NotGTAV,7.0
973,Cossacks European Wars,7.0
2648,March of the Eagles,7.0
2704,Meridian New World,7.0
2319,Jagged Alliance Online - Steam Edition,7.0
2627,Majesty 2,7.0
3324,Pyramid Raid,7.0
198,Airline Tycoon 2,7.0
3316,Puzzle Dimension,7.0
4246,Tales of Zestiria,7.0
1395,Duck Game,7.0
2793,Mortal Kombat Legacy II - Ep. 7 Scorpion and Sub-Zero (Part 1),7.0
2794,Mortal Kombat Legacy II - Ep. 8 Scorpion and Sub-Zero (Part 2),7.0
2267,Insaniquarium! Deluxe,7.0
2546,Lost Lands A Hidden Object Adventure,7.0
1889,Games of Glory,7.0
4312,The Beginner's Guide,7.0
3116,Patrician IV Rise of a Dynasty,7.0
210,Alchemy Mysteries Prague Legends,7.0
4710,Tribes Ascend - Steam Starter Pack,7.0
2629,Majesty 2 Collection,7.0
3884,Small World 2,7.0
2026,Gumboy Crazy Adventures,7.0
2060,"Hack, Slash, Loot",7.0
2439,LEGO Jurassic World,7.0
4869,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,7.0
2103,Hatred,7.0
2138,Hero Siege - The Karp of Doom,7.0
380,Audiosurf 2,7.0
1111,Darkest Hour A Hearts of Iron Game,7.0
1109,DarkStar One,7.0
4064,Steam Marines,7.0
3557,Riven,7.0
4355,The Dream Machine,7.0
2756,Mitsurugi Kamui Hikae,7.0
4179,Sword of the Stars II Enhanced Edition,7.0
1749,Flesh Eaters,7.0
288,Anomaly Warzone Earth Mobile Campaign,7.0
4180,Sword of the Stars The Pit,7.0
183,Age of Wonders Shadow Magic,7.0
4861,Voxelized,7.0
4470,The Scourge Project Episode 1 and 2,7.0
4561,Ticket to Ride - Switzerland,7.0
4373,The Fall,7.0
1264,DiRT,7.0
1727,Fingerbones,7.0
641,Breach & Clear,7.0
2416,Knock-knock,7.0
5110,Zombie Shooter 2,7.0
4778,Universe Sandbox ,7.0
4390,The Great Jitters Pudding Panic,7.0
4550,Thirty Flights of Loving,7.0
2740,Minecraft Story Mode - A Telltale Games Series,7.0
1252,Deus Ex Revision,7.0
3151,Pinball FX2 - Epic Quest Table,7.0
632,Borealis,7.0
3150,Pinball FX2 - Earth Defense Table,7.0
2743,Mini Metro,7.0
37,60 Seconds!,7.0
3545,Rise of Venice,7.0
1502,Empyrion - Galactic Survival,7.0
3148,Pinball FX2 - Core pack,7.0
1748,Flatout 3,7.0
1587,Expeditions Conquistador,7.0
1283,Disciples II Rise of the Elves,7.0
1293,DisplayFusion,7.0
2190,How To Survive Third Person,7.0
3393,RPG Maker High Fantasy Main Party Pack 1,7.0
3133,Phantom Breaker Battle Grounds,7.0
1316,Dogfight 1942 Fire over Africa,7.0
4931,Warlock 2 the Exiled,7.0
188,Agricultural Simulator 2013 Steam Edition,7.0
3164,Pinball FX2 - Zen Classics Pack,7.0
189,Agricultural Simulator Historical Farming,7.0
3725,Secret Files Tunguska,7.0
4839,Vigil Blood Bitterness,7.0
259,Among the Sleep,7.0
1240,Despair,7.0
1714,Fieldrunners 2,7.0
3940,Space Empires IV Deluxe,7.0
1299,Divekick,7.0
2413,Knights of Honor,7.0
767,Card City Nights,7.0
770,Cargo Commander,7.0
