,Name,Value
3452,Realms of Arkania 2 - Star Trail Classic,2.0
3453,Realms of Arkania 3 - Shadows over Riva Classic,2.0
3147,Pinball FX2 - Civil War Table,2.0
293,Antisquad,2.0
2104,Haunt the House Terrortown,2.0
2101,Hatland Adventures,2.0
4838,Victory The Age of Racing,2.0
2421,Koya Rift,2.0
4836,Victory At Sea,2.0
4846,Violett,2.0
2123,Hegemony Gold Wars of Ancient Greece,2.0
4454,The Pilgrim DLC,2.0
2137,Hero Siege - The Depths of Hell (Collector's Edition),2.0
3416,Rabbit Hole 3D Steam Edition,2.0
4858,Volt,2.0
142,Agarest - Playful Cat Pack DLC,2.0
4997,Wolfenstein The Old Blood German Edition,2.0
4856,VoidExpanse,2.0
4855,Void Destroyer,2.0
271,Angels of Fasaria Version 2.0,2.0
4853,Vlad the Impaler,2.0
4453,The Pewdieverse DLC,2.0
4848,Virtua Tennis 4,2.0
3158,Pinball FX2 - Portal  Pinball,2.0
2417,Knytt Underground,2.0
276,Anna's Quest,2.0
2130,Helldorado,2.0
3431,Rake,2.0
4288,Tex Murphy Overseer,2.0
3433,Randal's Monday,2.0
3435,Ratz Instagib 2.0,2.0
4286,Tex Murphy Martian Memorandum,2.0
4422,The Legend of Heroes Trails in the Sky SC,2.0
4834,Victoria II Interwar Cavalry Unit Pack,2.0
2330,Jets'n'Guns Gold,2.0
4437,The Mean Greens - Plastic Warfare,2.0
2285,Ion Assault,2.0
3225,Portal 2 Sixense MotionPack,2.0
810,Chainsaw Warrior Lords of the Night,2.0
2334,Joe Dever's Lone Wolf HD Remastered,2.0
2280,Into the Dark,2.0
809,Chainsaw Warrior,2.0
2336,Journey Of The Light,2.0
2338,Judge Dredd Dredd vs Death,2.0
2276,International Snooker,2.0
4965,Wildlife Park 2,2.0
2274,Intake,2.0
186,Aggression Europe Under Fire,2.0
4966,Wildlife Park 2 - Crazy Zoo,2.0
3300,Pulstar,2.0
4928,Warhammer Quest - Base Pack items,2.0
4927,Warhammer Quest,2.0
4967,Wildlife Park 2 - Dino World,2.0
192,Air Brawl,2.0
172,Age of Conan Rise of the Godslayer,2.0
4436,The Maw Speeder Lane,2.0
4887,War in a Box Paper Tanks,2.0
3278,Project Aftermath,2.0
2307,Jack Keane 2 - The Fire Within,2.0
3249,Primal Fears,2.0
4955,Where is my Heart?,2.0
2301,Isaac the Adventurer,2.0
4950,Westerado Double Barreled,2.0
4432,The Masterplan,2.0
3240,Pre-Civilization Marble Age,2.0
4947,Weapons Genius,2.0
2317,Jagged Alliance Flashback,2.0
2318,Jagged Alliance Gold,2.0
3262,Pro Cycling Manager 2014,2.0
3265,Pro Cycling Manager Season 2009,2.0
4943,Watchmen The End Is Nigh Part 2,2.0
3235,Potatoman Seeks the Troof,2.0
4262,Teddy Floppy Ear - The Race,2.0
4261,Teddy Floppy Ear - Mountain Adventure,2.0
3231,Post Master ,2.0
2326,Jet Car Stunts,2.0
169,Age of Booty,2.0
2347,Just Get Through,2.0
3215,Poof,2.0
3308,Putt-Putt Travels Through Time,2.0
4252,Tap Heroes,2.0
2369,Kidnapped,2.0
218,Alien Hallway,2.0
2383,King Arthur The Druids,2.0
965,Cosmic DJ,2.0
3343,Quantum of Solace,2.0
3192,Planet Stronghold,2.0
2229,Immortal Empire,2.0
2389,King's Bounty Dark Side,2.0
4894,War on Folvos,2.0
3349,Quick Slick Deadly,2.0
2226,Ikaruga,2.0
222,Alien Shooter 2 Conscription,2.0
3352,Qvadriga,2.0
4447,The Nightmare Cooperative,2.0
4981,Wings! Remastered Edition,2.0
962,Corporate Lifestyle Simulator,2.0
2221,Iesabel,2.0
2395,King's Quest Collection,2.0
1019,Crouching Pony Hidden Dragon,2.0
2367,Khet 2.0,2.0
820,Chernobyl Commando,2.0
2362,Keen Dreams,2.0
2259,Influent DLC -  [Learn Japanese],2.0
3310,Putt-Putt and Pep's Balloon-o-Rama,2.0
3214,Pongo,2.0
4250,Tank Operations European Campaign,2.0
195,Air Forte ,2.0
4917,"Warhammer 40,000 Regicide",2.0
4441,The Movies,2.0
2350,KHOLAT,2.0
4968,Wildlife Park 2 - Domestic Animals DLC,2.0
4970,Wildlife Park 2 - Farm World,2.0
4972,Wildlife Park 2 - Marine World,2.0
4442,The Movies Stunts and Effects,2.0
3323,Puzzler World 2,2.0
2356,Kaptain Brawe,2.0
3207,"Please, Dont Touch Anything",2.0
4971,Wildlife Park 2 - Horses,2.0
2254,Infinifactory,2.0
2250,Infected The Twin Vaccine - Collector's Edition,2.0
1007,Cricket Captain 2014,2.0
1056,Curse The Eye of Isis,2.0
853,Cities XL,2.0
2098,Harvester,2.0
3109,Party Hard,2.0
3096,Panzer Corps,2.0
3093,Pandora First Contact,2.0
1094,Dark Arcana The Carnival,2.0
1881,GameMaker Studio HTML5,2.0
100,Abyss The Wraiths of Eden,2.0
3092,Pandora Eclipse of Nashira,2.0
3561,RoboBlitz,2.0
4787,Unstoppable Gorg,2.0
1882,GameMaker Studio Professional,2.0
3091,Pajama Sam in No Need to Hide When It's Dark Outside,2.0
361,Assassin's Creed Rogue,2.0
296,Antisquad Tasks in Mexico - the beginning. Tactics FREE DLC,2.0
120,Afterfall InSanity - Dirty Arena Edition,2.0
3085,Painkiller Hell & Damnation Beta,2.0
1884,GameMaker Studio Ubuntu Export,2.0
1125,Data Jammers FastForward,2.0
3052,Over The Void,2.0
3097,Panzer Elite Action Fields of Glory,2.0
3106,Parkan 2,2.0
1880,GameMaker Studio Android,2.0
1087,Damnation,2.0
342,Arms Dealer,2.0
343,Arsenal of Democracy,2.0
3642,STAR WARS X-Wing vs. TIE Fighter,2.0
4798,Vagante,2.0
1090,Dangerous High School Girls in Trouble!,2.0
3554,Rising World,2.0
4192,System Protocol One,2.0
4299,The Age of Decadence,2.0
4163,Supreme Ruler 2020 Gold,2.0
786,Castle,2.0
2488,Legends of Eisenwald,2.0
1092,Danmaku Unlimited 2,2.0
365,Assault Android Cactus,2.0
1950,Gold Rush! Classic,2.0
2504,Leviathan The Last Day of the Decade,2.0
4414,The Knobbly Crook Chapter I - The Horse You Sailed In On,2.0
1922,Ghost in the Shell Stand Alone Complex First Assault Online,2.0
3073,POSTAL 2 Paradise Lost,2.0
114,Adventurer Manager,2.0
1902,GemCraft - Chasing Shadows,2.0
1904,Gemini Wars,2.0
3600,Rugby League Team Manager 2015,2.0
937,Condemned Criminal Origins,2.0
3595,Rotieer,2.0
386,Autobahn Police Simulator,2.0
1106,Dark Void Zero,2.0
1914,Geometry Wars 3 Dimensions Evolved,2.0
388,Automation - The Car Company Tycoon Game,2.0
3612,Rush for Glory,2.0
3608,Runespell Overture,2.0
1107,DarkBase 01,2.0
1896,Garshasp The Monster Slayer,2.0
1939,Glowfish,2.0
1891,Gaokao.Love.100Days,2.0
1938,Glorkian Warrior The Trials Of Glork,2.0
1937,Global Ops Commando Libya,2.0
3580,Rogue's Tale,2.0
2534,Loki,2.0
4750,UFO Aftermath,2.0
3582,RollerCoaster Tycoon,2.0
1933,Glare,2.0
1103,Dark Sector,2.0
2533,Loadout Steam Launch Starter Pack,2.0
3624,SATAZIUS,2.0
4774,Unity of Command,2.0
1098,Dark Fall Lost Souls,2.0
943,Consortium Soundtrack and Discoveries,2.0
375,Atari 80 Classic Games in One!,2.0
340,Armello,2.0
3108,Particulars,2.0
828,Children of the Nile Alexandria,2.0
136,Agarest - Fishy Pack 1 DLC,2.0
2058,Habitat,2.0
3490,Renowned Explorers International Society,2.0
3491,Reprisal Universe,2.0
2431,Kyn,2.0
3655,Safecracker The Ultimate Puzzle Adventure,2.0
308,Arcadia,2.0
4202,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2.0
4463,The Repopulation,2.0
133,Agarest - Carrot-and-Stick Pack DLC,2.0
827,Children of the Nile,2.0
4820,VelocityUltra,2.0
1861,Galactic Civilizations III - Map Pack DLC,2.0
1862,Galactic Civilizations III - Mega Events DLC,2.0
2044,Gunship!,2.0
137,Agarest - Fishy Pack 2 DLC,2.0
2309,Jack Orlando Director's Cut,2.0
918,Commander Conquest of the Americas - Pirate Treasure Chest,2.0
4317,The Blue Flamingo,2.0
1833,Full Bore,2.0
4290,Tex Murphy Under a Killing Moon,2.0
5005,World Basketball Manager 2010,2.0
4736,Turok Dinosaur Hunter,2.0
1840,GALAK-Z,2.0
2084,"Hamlet or the last game without MMORPG features, shaders and product placement",2.0
2082,Halo Spartan Strike,2.0
3485,Relive,2.0
138,Agarest - Jack Pack DLC,2.0
3480,Reign Conflict of Nations,2.0
2080,Halfway,2.0
304,Aqua Kitty - Milk Mine Defender,2.0
4737,Twin Sector,2.0
2550,Lost Planet Extreme Condition - Colonies Edition,2.0
4817,Vector,2.0
936,Concursion,2.0
3503,Residue Final Cut,2.0
3045,Out of the Park Baseball 16,2.0
3532,Ride 'em Low,2.0
2017,Guardians of Orion,2.0
2476,Left in the Dark No One on Board,2.0
3529,Rhythm Zone,2.0
338,Arma X Anniversary Edition,2.0
2470,Law & Order Legacies,2.0
956,Controller Companion,2.0
318,ArchonClassic,2.0
2466,Last Dream,2.0
3047,Outcast 1.1,2.0
2458,Labyronia RPG 2,2.0
2451,LUDWIG,2.0
3516,Return to Mysterious Island 2,2.0
3515,Return to Mysterious Island,2.0
3519,Revelations 2012,2.0
3513,Retrovirus,2.0
2035,Gundemonium Recollection,2.0
3512,Retro/Grade IGF Demo,2.0
957,Convoy,2.0
2034,GundeadliGne,2.0
4815,Vanguard Princess Lilith,2.0
4813,Vanguard Princess Hilda Rize,2.0
5018,World of Zoo,2.0
1864,Galactic Civilizations III - Revenge of the Snathi DLC,2.0
813,Championship Manager 2010,1.0
851,Citadels,1.0
4412,The Joylancer Legendary Motor Knight,1.0
4528,The Wizard's Pen,1.0
693,CAFE 0 ~The Drowned Mermaid~ - Japanese Voice Add-On,1.0
806,Catmouth Island,1.0
694,CID The Dummy,1.0
777,Carnage Racing,1.0
835,Choice of Robots,1.0
818,Chariot,1.0
833,Chocolatier Decadence by Design,1.0
834,Choice Chamber,1.0
4411,The Journey Down Chapter Two,1.0
4430,The Magic Circle,1.0
692,CAFE 0 ~The Drowned Mermaid~,1.0
812,Championship Manager 2008,1.0
699,CRYPTARK,1.0
781,Cart Life,1.0
698,CRYENGINE,1.0
848,Chuzzle Deluxe,1.0
4479,The Settlers Rise of an Empire Gold Edition  ,1.0
772,Caribbean!,1.0
779,Carpe Diem - Extra Package,1.0
4416,The Lady,1.0
836,Choice of the Deathless,1.0
4468,The Sacred Tears TRUE,1.0
753,CameraBag 2,1.0
719,Calibre 10 Racing Series,1.0
845,Chronology,1.0
4450,The Otherside,1.0
839,Chris Sawyer's Locomotion,1.0
4467,The Royal Trap The Confines Of The Crown,1.0
790,Castle In The Darkness,1.0
843,Chronicles of Mystery The Scorpio Ritual,1.0
4465,The Ritual on Weylyn Island,1.0
4511,The Universim,1.0
4504,The Tomorrow War,1.0
791,Castle Never Judge a Book by its Cover,1.0
4401,The Impossible Game,1.0
689,Buzz Aldrin's Space Program Manager,1.0
4462,The Red Solstice,1.0
4396,The Haunted Hells Reach,1.0
793,Castle of Illusion,1.0
4460,The Quiet Girl's Guide to Violence,1.0
4419,The Last Tinker City of Colors,1.0
4397,The History Channel Civil War,1.0
4398,The Hive,1.0
4420,The Last Warlock,1.0
4459,The Promised Land,1.0
825,Chicken Shoot Gold,1.0
4457,The Political Machine 2016,1.0
846,Chucks Challenge 3D,1.0
4500,The Talos Principle - Soundtrack,1.0
837,Chompy Chomp Chomp,1.0
4499,The Talos Principle - Prototype,1.0
4477,The Settlers 7 Paths to a Kingdom The Two Kings DLC #4,1.0
711,Cabela's African Adventures,1.0
4490,The Stalin Subway,1.0
4491,The Stalin Subway Red Veil,1.0
782,Cast of the Seven Godsends,1.0
4443,The Musketeers Victoria's Quest,1.0
4387,The Good Life,1.0
831,Chip's Challenge 2,1.0
759,Captain Forever Remix,1.0
823,Chessmaster,1.0
4388,The Graveyard,1.0
783,Cast of the Seven Godsends - Soundtrack,1.0
847,Chunk of Change Knight,1.0
4424,The Legend of Tango,1.0
784,Castaway Paradise,1.0
755,Cannon Fodder 3,1.0
4518,The Walking Dead Survival Instinct,1.0
713,Cabela's Dangerous Hunts 2013,1.0
824,Chicken Shoot 2,1.0
714,Cabela's Hunting Expeditions,1.0
4471,The Secret Of Hildegards,1.0
838,Choplifter HD,1.0
715,Cabelas Trophy Bucks,1.0
4403,The Incredible Adventures of Van Helsing Final Cut,1.0
4498,The Talos Principle - Bonus Content,1.0
4409,The Jackbox Party Pack 2,1.0
2815,Mr. Bree+,1.0
688,Butsbal,1.0
158,Agarest 2 - Bundle #6,1.0
4977,Windforge,1.0
4976,Windborne,1.0
4975,Wind of Luck Arena - Mediterranean Captain pack,1.0
154,Agarest 2 - Bundle #2,1.0
155,Agarest 2 - Bundle #3,1.0
156,Agarest 2 - Bundle #4,1.0
157,Agarest 2 - Bundle #5,1.0
4959,Who's That Flying?!,1.0
151,Agarest - Unlock Voices DLC,1.0
4958,Who Is Mike,1.0
163,Agarest Zero - DLC Pack 1,1.0
4954,Westward IV,1.0
4953,Westward 3,1.0
4952,Westward 2,1.0
4951,Westward,1.0
164,Agarest Zero - DLC Pack 2,1.0
153,Agarest 2 - Bundle #1,1.0
4982,Winning Post 8 2015,1.0
123,Afterlife Empire,1.0
5016,World of Mixed Martial Arts 3,1.0
126,Agarest - Additional-PP Pack 1 DLC,1.0
127,Agarest - Additional-PP Pack 2 DLC,1.0
128,Agarest - Additional-Points Pack 2 DLC,1.0
129,Agarest - Additional-Points Pack 3 DLC,1.0
130,Agarest - Additional-Points Pack 4 DLC,1.0
5019,Worldwide Soccer Manager 2009,1.0
131,Agarest - Additional-TP Pack DLC,1.0
5008,World War 2 Time of Wrath,1.0
4983,Winter Voices,1.0
5007,World Ship Simulator,1.0
5006,World Basketball Tycoon,1.0
5004,Words for Evil,1.0
5000,Wooden Sen'SeY,1.0
4999,Wooden Floor,1.0
150,Agarest - Unlock Gallery DLC,1.0
4984,Witch's Pranks Frog's Fortune Collector's Edition,1.0
4948,Weather Lord The Successor's Path,1.0
165,Agarest Zero - DLC Pack 3,1.0
166,Agarest Zero - DLC Pack 4,1.0
4896,Warehouse and Logistics Simulator,1.0
4906,"Warhammer 40,000 Armageddon - Untold Battles",1.0
4905,"Warhammer 40,000 Armageddon - Glory of Macragge",1.0
4904,"Warhammer 40,000 Armageddon - Angels of Death",1.0
4903,"Warhammer 40,000 Armageddon",1.0
209,Albino Lullaby Episode 1,1.0
211,Alex Hunter - Lord of the Mind,1.0
4897,Warehouse and Logistics Simulator DLC Hell's Warehouse,1.0
224,Alien Shooter Revisited,1.0
4942,Watchmen The End Is Nigh,1.0
228,Alien Zombie Megadeath,1.0
238,Alter Ego,1.0
239,Alter World,1.0
241,Alum,1.0
243,Always Sometimes Monsters - Soundtrack,1.0
245,Amazing Adventures Around the World,1.0
246,Amazing Adventures The Lost Tomb,1.0
4907,"Warhammer 40,000 Armageddon - Vulkan's Wrath",1.0
4908,"Warhammer 40,000 Dark Nexus Arena",1.0
205,Akuatica,1.0
204,Akaneiro Early Access Starter Pack,1.0
167,Agarest Zero - DLC Pack 5,1.0
168,Agarest Zero - DLC Pack 7,1.0
171,Age of Conan - Hyborian Adventures,1.0
178,Age of Fear 2 The Chaos Lord,1.0
4935,Warriors & Castles,1.0
4934,Warrior Kings Battles,1.0
4933,Warring States,1.0
191,Aion Collectors Edition,1.0
4923,"Warhammer 40,000 Storm of Vengeance Imperial Guard Faction",1.0
4921,"Warhammer 40,000 Storm of Vengeance Death Skulls Clan",1.0
4920,"Warhammer 40,000 Storm of Vengeance Bad Moon Clan",1.0
4919,"Warhammer 40,000 Storm of Vengeance",1.0
199,Airline Tycoon Deluxe,1.0
200,Airport Madness World Edition,1.0
203,Akaneiro Demon Hunters,1.0
125,Agapan,1.0
122,Afterfall Reconquest Episode I,1.0
254,Amerzone The Explorer's Legacy,1.0
26,3DMark 11,1.0
5118,Zotrix,1.0
5117,Zoombinis,1.0
5116,Zooloretto,1.0
22,3 Stars of Destiny,1.0
23,3089 -- Futuristic Action RPG,1.0
5111,Zombie Tycoon 2 Brainhov's Revenge,1.0
24,3D Mini Golf,1.0
5108,Zombie Pirates,1.0
20,1Heart,1.0
32,3DMark Vantage,1.0
5106,Zombie Grinder,1.0
5105,Zombie Driver Summer of Slaughter DLC,1.0
5104,Zombie Driver HD Apocalypse Pack,1.0
33,3SwitcheD,1.0
5101,Zombie Bowl-O-Rama,1.0
36,500 Years Act 1,1.0
21,1Quest,1.0
5122,aerofly RC 7,1.0
119,After All,1.0
5141,liteCam Game 100 FPS Game Capture,1.0
4,"10,000,000",1.0
5151,samurai_jazz,1.0
11,15 Days,1.0
5149,rymdkapsel,1.0
14,1701 A.D. Gold Edition,1.0
5145,rFactor 2,1.0
5144,rFactor,1.0
5139,in Space,1.0
5124,ePic Character Generator,1.0
15,1701 A.D. Sunken Dragon,1.0
5137,iRacing,1.0
5133,iBomber Attack,1.0
18,1953 NATO vs Warsaw Pact,1.0
5131,hocus,1.0
5130,fault milestone two sideabove,1.0
5129,fault milestone one,1.0
5099,Ziro,1.0
5097,Zigfrak,1.0
40,7 Wonders Ancient Alien Makeover,1.0
105,Act of War Direct Action,1.0
82,APOX,1.0
86,AXEL,1.0
91,Aarklash Legacy,1.0
92,Abandoned Chestnut Lodge Asylum,1.0
93,Abducted,1.0
5048,X-note,1.0
97,Absent,1.0
106,Act of War High Treason,1.0
41,"7,62 High Calibre",1.0
108,Actual Sunlight,1.0
110,Advent Rising,1.0
111,Adventure Chronicles The Search For Lost Treasure,1.0
112,Adventure Park,1.0
113,Adventure Time  Explore the Dungeon Because I DONT KNOW!,1.0
5034,X Rebirth The Teladi Outpost,1.0
115,Adventures of Bertram Fiddle Episode 1 A Dreadly Business,1.0
5059,Xeodrifter,1.0
5061,Xpand Rally,1.0
72,A.R.E.S. Extinction Agenda EX,1.0
70,A.I.M.2 Clan Wars,1.0
42,8-Bit Adventures The Forgotten Journey Remastered Edition,1.0
5093,Zen of Sudoku,1.0
43,8-Bit Commando,1.0
46,9 Clues 2 The Ward,1.0
5089,ZOMBI,1.0
5087,Z3TA+ 2,1.0
49,911 First Responders,1.0
52,A Bastard's Tale,1.0
54,A City Sleeps,1.0
55,A Druid's Duel,1.0
56,A Farewell to Dragons,1.0
5077,You Must Build A Boat,1.0
63,A Vampyre Story,1.0
67,A-Men 2,1.0
69,A.I.M. Racing,1.0
247,Amazing Princess Sarah,1.0
4871,WRC 5 - WRC Concept Car S,1.0
680,Bumbledore,1.0
4654,Tomb of Tyrants,1.0
499,Belladonna,1.0
504,Better Late Than DEAD,1.0
510,Beyond Gravity,1.0
4662,Total Pro Golf 3,1.0
513,Bientt l't,1.0
514,Bierzerkers,1.0
516,Big Money! Deluxe,1.0
530,Bird Assassin,1.0
497,Bejeweled Deluxe,1.0
531,Birth Of America,1.0
532,Bit Odyssey,1.0
535,Black Ice,1.0
539,Black Mirror II,1.0
542,BlackShadows,1.0
4630,Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Support),1.0
4628,Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Assault),1.0
498,Bejeweled Twist,1.0
493,Bedlam,1.0
4703,Treasure Planet Battle at Procyon,1.0
469,Battle Los Angeles,1.0
4701,Trapped Dead Lockdown,1.0
449,Batla - Starter Pack,1.0
450,Batla - Tank,1.0
463,Battle Academy,1.0
464,Battle Academy 2 Eastern Front,1.0
466,Battle Brothers,1.0
4694,Transcripted,1.0
470,Battle Mages,1.0
4675,Towtruck Simulator 2015,1.0
4691,Trainz Murchison 2,1.0
4690,Trainz Classic Cabon City,1.0
4685,Tradewinds Odyssey,1.0
4684,Tradewinds Caravans,1.0
483,Battleplan American Civil War,1.0
4677,Toy Soldiers Complete,1.0
491,BeatBlasters III,1.0
4627,Tom Clancy's Ghost Recon Phantoms - NA The Thrill of the Surprise,1.0
4624,Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Recon),1.0
559,BlastZone 2,1.0
4547,Thief Town,1.0
642,Breach & Clear Deadline,1.0
644,Break the Cube,1.0
646,Breezeblox,1.0
648,Brick-Force (US),1.0
4557,Tick The Time Based Puzzle Game,1.0
656,Brink of Consciousness The Lonely Hearts Murders,1.0
662,Broken Sword 4 - the Angel of Death,1.0
669,Buccaneer The Pursuit of Infamy,1.0
571,Blob From Space - Please Don't Stop The Music,1.0
670,Build-A-Lot,1.0
671,Build-A-Lot 2,1.0
672,Build-A-Lot 3,1.0
673,Build-A-Lot 4,1.0
675,Bullet Heaven 2,1.0
676,Bullet Heaven 2 - Soundtrack,1.0
4536,Theme Park Studio,1.0
631,Borderless Gaming,1.0
4565,Tiki Man,1.0
613,Boo Bunny Plague,1.0
4571,Time Mysteries Inheritance - Remastered,1.0
573,Block Story,1.0
576,Blockscape,1.0
578,Blood & Gold Caribbean!,1.0
4603,Tom Clancy's Ghost Recon Phantoms - EU 6000 GC Pack,1.0
590,BloodLust Shadowhunter,1.0
4591,Tobe's Vertical Adventure,1.0
4590,Toast Time,1.0
595,Bloodbath Kavkaz,1.0
4586,Tkl Online,1.0
604,Blue Estate Digital Comic,1.0
605,Blue Rose,1.0
4581,TinyKeep,1.0
4576,Tiny Barbarian DX,1.0
4573,Time of Shadows,1.0
4572,Time Ramesside (A New Reckoning),1.0
4702,Traps N' Gemstones,1.0
4705,Treeker The Lost Glasses,1.0
261,Amygdala,1.0
4799,Vagrant Hearts,1.0
310,Arcane Worlds,1.0
314,ArcheAge Archeum Founders Pack,1.0
4816,Vanguard Saga of Heroes F2P,1.0
4814,Vanguard Princess Kurumi,1.0
315,ArcheAge Gold Founders Pack,1.0
316,ArcheAge Silver Founders Pack,1.0
341,Armikrog,1.0
344,Arson & Plunder Unleashed,1.0
4824,Venice,1.0
4796,VERGELost chapter,1.0
345,ArtRage 4,1.0
4794,Urizen Shadows of the Cold,1.0
346,ArtRage Studio Pro,1.0
4791,Urban Chaos,1.0
352,Asphyxia,1.0
4786,Unrest,1.0
4823,Venetica,1.0
4825,Verde Station,1.0
444,Bard's Gold,1.0
274,Angvik,1.0
4867,WARSHIFT,1.0
263,An Assassin in Orlandes,1.0
267,Ancient Planet,1.0
4862,Voyage Journey to the Moon,1.0
4860,Vox,1.0
4859,Volume,1.0
272,Angry Birds Space,1.0
4849,Virtual Villagers A New Home,1.0
4827,Vertex Dispenser,1.0
280,Anno 2205,1.0
4841,Viking Brothers,1.0
294,Antisquad - Skirmishes DLC,1.0
295,Antisquad Tasks in Mexico - final. Tactics DLC,1.0
297,Antisquad Tasks in North Korea. Tactics DLC,1.0
298,Antisquad Tasks near the coast of Somalia. Tactics DLC,1.0
300,Apollo4x,1.0
369,Asteria,1.0
370,Asteroids Outpost,1.0
371,Astray,1.0
4725,Trouble In The Manor,1.0
408,B.U.T.T.O.N.,1.0
409,BAD END,1.0
4735,Turnover,1.0
4733,Tulpa,1.0
4731,Tryst Survival DLC,1.0
4730,Tryst,1.0
4727,Trove Arcanium Expedition Pack,1.0
4723,Tropico 5 - Inquisition,1.0
4775,Unium,1.0
4721,Tropico 5 - Espionage,1.0
432,Bad Mojo Redux,1.0
4714,Triple Town,1.0
434,Badland Bandits,1.0
437,Ballad of Solar,1.0
438,Ballads of Reemus When the Bed Bites,1.0
443,Bard to the Future,1.0
4743,Tycoon City New York,1.0
407,Azure Striker Gunvolt,1.0
4745,Typer Shark! Deluxe,1.0
4746,TyranoBuilder Visual Novel Studio,1.0
373,Astro Tripper,1.0
4772,Unhack,1.0
374,AstroPop Deluxe,1.0
4768,Undefeated - Official Guide,1.0
4767,Undefeated - Deluxe Contents,1.0
4766,Undefeated,1.0
4382,The Forest of Doom,1.0
387,Autocraft,1.0
4759,Ultionus A Tale of Petty Revenge,1.0
392,Avernum 2 Crystal Souls,1.0
399,Avoid Sensory Overload,1.0
401,Axel & Pixel,1.0
403,Axiom Verge Original Soundtrack,1.0
4751,UFO Aftershock,1.0
4747,TyranoBuilder Visual Novel Studio Demo,1.0
4765,Undead Overlord,1.0
1387,Driver Booster 3 for STEAM,1.0
4380,The Flying Dutchman,1.0
2174,Homebrew - Vehicle Sandbox,1.0
3353,R.B.I. Baseball 15,1.0
3351,Quiplash,1.0
3348,Questerium Sinister Trinity HD,1.0
2227,Imagine Earth,1.0
3346,QuestEvent,1.0
3344,Quarries of Scred,1.0
2230,Immune,1.0
2235,In Between,1.0
2236,In Between - Soundtrack,1.0
2237,In Exilium,1.0
2238,In Search of the Most Dangerous Town on the Internet,1.0
2239,InFlux,1.0
2241,Incognito,1.0
2248,Industry Giant 2,1.0
2249,Infect and Destroy,1.0
3329,Qora,1.0
3328,QUALIA 3 Multi Agent,1.0
2256,Infinite Space III Sea of Stars,1.0
3325,Pyroblazer,1.0
3322,Puzzle Station 15th Anniversary Retro Release,1.0
3321,Puzzle Quest Galactrix,1.0
2225,Ihf Handball Challenge 12,1.0
2223,Iggle Pop! Deluxe,1.0
2218,Ice Age Continental Drift Arctic Games,1.0
2184,Hotel Giant 2,1.0
3397,RPG Maker MV Cover Art Characters Pack,1.0
3396,RPG Maker MV,1.0
2177,Hook,1.0
2179,Horizon Shift,1.0
2182,Hotel Collectors Edition,1.0
3390,RPG Maker DS+ Resource Pack,1.0
2183,Hotel Dash,1.0
3387,RPG Maker Classic Fantasy Music Pack,1.0
3386,RPG Maker Arabian Nights,1.0
2188,"House of 1,000 Doors - Family Secrets",1.0
2217,INK - Soundtrack + Art,1.0
2189,House of 1000 Doors The Palm of Zoroaster Collector's Edition,1.0
3381,RONIN,1.0
2197,Hunters Of The Dead,1.0
3375,RIFT Typhoon Edition,1.0
3374,RIFT Infusion Edition,1.0
3365,RESCUE 2,1.0
3364,RECYCLE,1.0
2212,I-Fluid,1.0
2216,INK,1.0
3320,Puzzle Quest 2,1.0
2260,Influent DLC - English [Learn English],1.0
2261,Influent DLC - Franais [Learn French],1.0
2298,Ironclads Chincha Islands War 1866,1.0
2294,Ironcast,1.0
3270,Pro Evolution Soccer 2014 World Challenge DLC,1.0
3267,Pro Evolution Soccer 2013 DP DLC,1.0
3266,Pro Evolution Soccer 2013,1.0
3264,Pro Cycling Manager Season 2008,1.0
3260,Prison Tycoon 3 Lockdown,1.0
2296,Ironclads American Civil War,1.0
3258,Princess Isabella,1.0
2297,Ironclads Anglo Russian War 1866,1.0
2299,Ironclads High Seas,1.0
3277,Project AURA,1.0
2300,Ironclads Schleswig War 1864,1.0
2302,Island Flight Simulator,1.0
2306,Jack Keane,1.0
2310,Jacob Jones and the Bigfoot Mystery  Episode 2,1.0
3244,Pretty Girls Mahjong Solitaire,1.0
3243,Pretentious Game,1.0
2321,James Bond Blood Stone,1.0
3236,Pound of Ground,1.0
3234,Postmortem one must die (Extended Cut),1.0
3273,Pro Rugby Manager 2015,1.0
2292,Iron Soul,1.0
2262,Influent DLC - Svenska [Learn Swedish],1.0
3303,Putt-Putt Goes to the Moon,1.0
3315,Puzzle Chronicles,1.0
2265,Insane 2,1.0
2268,Insanity's Blade,1.0
3311,Putt-Putt and Pep's Dog on a Stick,1.0
3309,Putt-Putt and Fatty Bear's Activity Pack,1.0
3307,Putt-Putt Saves the Zoo,1.0
3306,Putt-Putt Pep's Birthday Surprise,1.0
3305,Putt-Putt Joins the Parade,1.0
3304,Putt-Putt Joins the Circus,1.0
3302,Putt-Putt Enters the Race,1.0
2288,Iron Fisticle,1.0
3301,Pulut Adventure,1.0
2270,Inside The Gear,1.0
2271,Inside a Star-filled Sky ,1.0
3296,Psycho Starship Rampage,1.0
3295,Psichodelya,1.0
3290,Proto Raider,1.0
3288,Prophour23,1.0
