Name,Value
Mega Man Legacy Collection,2.0
Megabyte Punch,8.0
Melissa K. and the Heart of Gold Collector's Edition,4.0
Meltdown,4.0
Memento Mori,1.0
Memento Mori 2,1.0
Memoir '44 Online,16.0
Memoria,6.0
Memories of a Vagabond,16.0
Men of War,24.0
Men of War Assault Squad,36.0
Men of War Assault Squad 2,19.0
Men of War Condemned Heroes,8.0
Men of War Red Tide,23.0
Men of War Vietnam,11.0
Mensa Academy,2.0
Mercenary Kings,18.0
Merchants of Kaidan,3.0
Meridian New World,7.0
Meridian Video and Soundtrack,2.0
Metal Drift,1.0
Metal Gear Solid Legacy,10.0
Metal Planet,2.0
Metal Reaper Online,12.0
Metal War Online Retribution,8.0
Metaverse Construction Kit,3.0
Metro 2033,312.0
Metro 2033 Redux,63.0
Metro Conflict,25.0
Metro Last Light,102.0
Metro Last Light Redux,62.0
Metrocide,4.0
Miasmata,9.0
MicroVolts Surge,45.0
Microsoft Flight,2.0
Microsoft Flight Simulator X Steam Edition,34.0
Middle-earth Shadow of Mordor,112.0
Midnight Club II,13.0
Midnight Mysteries 3 Devil on the Mississippi,2.0
Midnight Mysteries 4 Haunted Houdini,2.0
Midnight Mysteries Salem Witch Trials,2.0
Might & Magic Clash of Heroes,12.0
Might & Magic Duel of Champions,30.0
Might & Magic Duel of Champions - Christmas Alternate Art Cards Pack,1.0
Might & Magic Heroes Online,13.0
Might & Magic Heroes VI,52.0
Might & Magic Heroes VII ,4.0
Might & Magic X - Legacy ,8.0
Mightier,2.0
Mighty Gunvolt,4.0
Millennium - A New Hope,1.0
Millie,2.0
Mind Path to Thalamus Enhanced Edition,3.0
Mind Snares Alice's Journey,1.0
Minecraft Story Mode - A Telltale Games Series,7.0
Miner Wars 2081,2.0
Miner Wars Arena ,2.0
Mini Metro,7.0
Mini Motor Racing EVO,5.0
Mini Ninjas,24.0
Minimon,1.0
Minimum,13.0
Mirror's Edge,189.0
MirrorMoon EP,6.0
Miscreated,5.0
Mishap 2 An Intentional Haunting,1.0
Mishap An Accidental Haunting,3.0
Missing Translation,11.0
Mission Control NanoMech,1.0
Mitos.is The Game,73.0
Mitsurugi Kamui Hikae,7.0
MoW Face Off M,3.0
MoW Face Off XL,2.0
Modular Combat,43.0
Monaco,96.0
Monday Night Combat,23.0
Monkey Island 2 Special Edition,27.0
Monochroma,1.0
Monopoly,4.0
Monster Bash,3.0
Monster Loves You!,3.0
Monstrum ,2.0
Montague's Mount,3.0
Monuments of Mars,3.0
Moon Breakers,18.0
Moonbase Alpha,60.0
Moonrise,4.0
Moonrise Base Game + Guildmaster's Pack,1.0
Moonrise Base Game + Warden's Pack,1.0
Mordheim City of the Damned,2.0
Morphopolis,13.0
Mortal Kombat Kollection,58.0
Mortal Kombat Komplete Edition,71.0
Mortal Kombat Legacy - Ep. 3 Johnny Cage,11.0
Mortal Kombat Legacy - Ep. 4 Kitana & Mileena (Part 1),10.0
Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),10.0
Mortal Kombat Legacy - Ep. 6 Raiden,11.0
Mortal Kombat Legacy - Ep. 7 Scorpion and Sub-Zero (Part 1),10.0
Mortal Kombat Legacy - Ep. 8 Scorpion and Sub-Zero (Part 2),10.0
Mortal Kombat Legacy - Ep. 9 Cyrax & Sektor,12.0
Mortal Kombat Legacy II - Ep. 1 Reunited in Macau,6.0
Mortal Kombat Legacy II - Ep. 10 Liu Kang and Kung Lao,7.0
Mortal Kombat Legacy II - Ep. 2 The Fall of Liu Kang,6.0
Mortal Kombat Legacy II - Ep. 3 Kenshi's Origin,6.0
Mortal Kombat Legacy II - Ep. 4 Kenshi Encounters Ermac,6.0
Mortal Kombat Legacy II - Ep. 5 Kitana and Mileena,6.0
Mortal Kombat Legacy II - Ep. 6 Johnny Cage,6.0
Mortal Kombat Legacy II - Ep. 7 Scorpion and Sub-Zero (Part 1),7.0
Mortal Kombat Legacy II - Ep. 8 Scorpion and Sub-Zero (Part 2),7.0
Mortal Kombat Legacy II - Ep. 9 Liu Kang,6.0
Mortal Kombat X,38.0
Mortal Online,41.0
Mosby's Confederacy,1.0
MotoGP13,1.0
MotoGP13 2012 Top Riders,1.0
MotoGP13 Moto2 and Moto3,1.0
MotoGP14,2.0
MotoGP14 Laguna Seca Redbull US Grand Prix DLC,1.0
Motorbike,1.0
Motte Island,1.0
Mount & Blade,50.0
Mount & Blade Warband,130.0
Mount & Blade Warband - Napoleonic Wars,48.0
Mount & Blade Warband - Viking Conquest Reforged Edition,19.0
Mount & Blade With Fire and Sword,62.0
Mount Your Friends,22.0
Mountain,19.0
Mountain Crime Requital,1.0
Movie Studio 13 Platinum - Steam Powered,1.0
Mr. Bree+,1.0
Mr. Robot,3.0
Ms. Splosion Man,5.0
Muffin Knight,4.0
Multiwinia,38.0
Munin,2.0
Murder Miners,24.0
Musclecar Online,1.0
Mushroom 11,1.0
Mushroom Men Truffle Trouble ,1.0
Music Creator 6 Touch,1.0
Mutant Mudds Deluxe,5.0
Mutant Storm Reloaded,1.0
My Bones,1.0
My Lands,17.0
My Lands Miners Luck - Starter DLC Pack,1.0
Myst Masterpiece Edition,6.0
Myst V,3.0
Mystery Masters Psycho Train Deluxe Edition,1.0
Mystery P.I. The Lottery Ticket,2.0
Mystery P.I. The New York Fortune,1.0
Mystery PI The Vegas Heist,2.0
Mystery of Neuschwanstein,1.0
Mystic Towers,3.0
N.P.P.D. RUSH - The milk of Ultra violet,5.0
NAM,2.0
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,42.0
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,16.0
NASCAR '14,5.0
NASCAR '15 Paint Pack 1,3.0
NASCAR The Game 2013,1.0
NBA 2K10,2.0
NBA 2K11,2.0
NBA 2K12,3.0
NBA 2K13,8.0
NBA 2K14,18.0
NBA 2K15,23.0
NBA 2K16,13.0
NBA 2K9,14.0
NEED FOR MADNESS ?,4.0
NEKOPARA Vol. 0,7.0
NEKOPARA Vol. 1,9.0
NEO AQUARIUM - The King of Crustaceans -,1.0
NEO Scavenger,8.0
NEON STRUCT,2.0
NEON STRUCT Soundtrack & Artbook,2.0
NEOTOKYO,68.0
NOBUNAGA'S AMBITION Kakushin with Power Up Kit,1.0
NOBUNAGA'S AMBITION Sphere of Influence,3.0
NOT A HERO,3.0
NS2 Combat,1.0
Nail'd,5.0
NaissanceE,3.0
Namariel Legends Iron Lord Premium Edition,1.0
Nancy Drew Alibi in Ashes,1.0
Nancy Drew Curse of Blackmoor Manor ,2.0
Nancy Drew Danger By Design,2.0
Nancy Drew Danger on Deception Island ,2.0
Nancy Drew Dossier Resorting to Danger!,1.0
Nancy Drew Ghost Dogs of Moon Lake ,2.0
Nancy Drew Ghost of Thornton Hall,2.0
Nancy Drew Last Train to Blue Moon Canyon,2.0
Nancy Drew Legend of the Crystal Skull ,1.0
"Nancy Drew Lights, Camera, Curses!",2.0
Nancy Drew Ransom of the Seven Ships ,3.0
Nancy Drew Secret of the Old Clock,1.0
Nancy Drew Secret of the Scarlet Hand ,2.0
Nancy Drew Secrets can Kill,2.0
Nancy Drew Shadow at the Water's Edge,2.0
Nancy Drew The Captive Curse,1.0
Nancy Drew The Creature of Kapu Cave,1.0
Nancy Drew The Deadly Device,2.0
Nancy Drew The Haunted Carousel,1.0
Nancy Drew The Haunting of Castle Malloy,1.0
Nancy Drew The Phantom of Venice,1.0
Nancy Drew The White Wolf of Icicle Creek,2.0
Nancy Drew Tomb of the Lost Queen,2.0
Nancy Drew Trail of the Twister,1.0
Nancy Drew Warnings at Waverly Academy,2.0
Nandeyanen!? - The 1st Stra,1.0
Naninights,2.0
Napoleon Total War,167.0
Narcissu 1st & 2nd,26.0
Narco Terror,1.0
Nation Red,17.0
National Zombie Park,2.0
Natural Selection 2,130.0
Natural Selection 2 - Kodiak Pack,1.0
Natural Selection 2 - Reaper Pack,1.0
Naval War Arctic Circle,4.0
Naval Warfare,6.0
Navy Field 2  Conqueror of the Ocean,46.0
Nearwood - Collector's Edition,1.0
NecroVisioN,4.0
NecroVisioN Lost Company,4.0
Necronomicon The Dawning of Darkness,1.0
Need for Speed Hot Pursuit,62.0
Need for Speed SHIFT,14.0
Need for Speed Undercover,17.0
Neighbours from Hell,6.0
Neighbours from Hell 2,6.0
Nether,38.0
Nether - Believer,5.0
Nether - Chosen,7.0
Nether Arena,12.0
Nethergate Resurrection,4.0
Never Alone (Kisima Ingitchuna),11.0
Never Alone Original Soundtrack,4.0
Neverending Nightmares,5.0
Nevermind,1.0
Neverwinter,288.0
Neverwinter Nights 2 Platinum,14.0
New Star Soccer 5,1.0
New kind of adventure,8.0
Next Car Game Sneak Peek 2.0,28.0
Next Car Game Wreckfest,31.0
Nexuiz,20.0
Nexuiz Beta,20.0
Nexuiz STUPID Mode,20.0
Nexus The Jupiter Incident,4.0
NiGHTS into Dreams...,18.0
Nidhogg,35.0
Night Mysteries The Amphora Prisoner,1.0
NightShift Code,1.0
NightSky,37.0
Nightbanes,6.0
Nightmares from the Deep 2 The Siren`s Call,4.0
Nightmares from the Deep 3 Davy Jones,3.0
Nightmares from the Deep The Cursed Heart,4.0
Nightside,1.0
Nihilumbra,9.0
Nikopol Secrets of the Immortals,12.0
Nimble Quest,3.0
Nimble Writer,1.0
Nimbus,6.0
Ninja Guy,1.0
Ninja Reflex Steamworks Edition,2.0
No More Room in Hell,438.0
No Time To Explain Remastered,9.0
No Time to Explain,5.0
Nobunaga's Ambition Souzou with Power Up Kit,3.0
Noir Syndrome,2.0
Nom Nom Galaxy,1.0
Nomad,2.0
Nosferatu The Wrath of Malachi,28.0
Nosgoth,354.0
Nostradamus The Last Prophecy,1.0
Not The Robots,5.0
NotGTAV,7.0
Nuclear Dawn,24.0
Nuclear Throne,11.0
Numba Deluxe,8.0
Numen Contest of Heroes,4.0
Nux,12.0
Nyctophilia,4.0
NyxQuest,4.0
O.R.B.,2.0
OCEAN CITY RACING,1.0
OH! RPG!,2.0
OMSI 2,5.0
OMSI 2 Add-on Three Generations,1.0
ONE PIECE PIRATE WARRIORS 3,4.0
ORION Prelude,123.0
OTTTD,3.0
Obludia,1.0
Obscure,2.0
Obscure 2,1.0
Obulis,9.0
Oceanhorn Monster of Uncharted Seas,1.0
Octodad Dadliest Catch,27.0
Octodad Free Avatar,2.0
Oddworld Abe's Exoddus,23.0
Oddworld Abe's Oddysee,58.0
Oddworld Munch's Oddysee,12.0
Oddworld New 'n' Tasty,8.0
Oddworld Stranger's Wrath HD,15.0
Odyssey Reborn,3.0
Of Guards And Thieves,2.0
Of Orcs And Men,14.0
Off-Road Drive,1.0
Offspring Fling!,15.0
Offworld Trading Company,6.0
Oh...Sir!,1.0
Ohm Studio,4.0
Oil Rush,26.0
Oknytt,1.0
OlliOlli,12.0
Omegalodon,2.0
Omerta - City of Gangsters,24.0
Omerta - City of Gangsters The Bulgarian Colossus,8.0
Omerta - Damsel in Distress,6.0
Omerta - The Con Artist,6.0
Omerta - The Japanese Incentive,5.0
"On the Rain-Slick Precipice of Darkness, Episode One",16.0
"On the Rain-Slick Precipice of Darkness, Episode Two",16.0
"Once Bitten, Twice Dead",1.0
One Day For Ched,1.0
One Finger Death Punch,31.0
One Late Night Deadline,1.0
One Manga Day,8.0
One Night,1.0
One Way Heroics,14.0
One Way To Die Steam Edition,4.0
Oniken,2.0
Onikira Demon Killer,1.0
Onimusha 3 Demon Siege,1.0
Only If,77.0
Oozi Earth Adventure,3.0
Operation Flashpoint Dragon Rising,52.0
Operation Flashpoint Red River,47.0
Operation Z,1.0
Orbital Gear,15.0
Orborun,11.0
Orcs Must Die!,91.0
Orcs Must Die! 2,136.0
Order of War,19.0
Order of War Challenge,1.0
Organ Trail Director's Cut,23.0
Organic Panic,2.0
Ori and the Blind Forest,35.0
Ori and the Blind Forest (Original Soundtrack),1.0
Original War,5.0
Oscura Lost Light,3.0
Osmos,37.0
Our Darker Purpose,6.0
Our Love Will Grow,1.0
Out There  Edition,3.0
Out There Somewhere,23.0
Out of the Park Baseball 14,8.0
Out of the Park Baseball 15,6.0
Out of the Park Baseball 16,2.0
OutRun 2006 Coast 2 Coast,1.0
Outcast 1.1,2.0
Outland,14.0
Outlast,95.0
Outlast Whistleblower DLC,24.0
Over 9000 Zombies!,3.0
Over The Void,2.0
Over the Dream,1.0
Overcast - Walden and the Werewolf,20.0
Overcast - Walden and the Werewolf - Soundtrack,1.0
Overgrowth,6.0
Overlord,79.0
Overlord Fellowship of Evil,1.0
Overlord II,67.0
Overlord Raising Hell,64.0
Overruled!,3.0
Overture,4.0
PAC-MAN Championship Edition DX+,17.0
PARTICLE MACE,9.0
PAYDAY 2,427.0
PAYDAY The Heist,277.0
PAYDAY The Heist Game Soundtrack,7.0
PAYDAY The Web Series - Episode 1,20.0
PAYDAY Wolf Pack,29.0
PC Gamer,6.0
POSTAL,19.0
POSTAL 2,74.0
POSTAL 2 Paradise Lost,2.0
PROTOTYPE 2,36.0
PT Boats Knights of the Sea,1.0
PT Boats South Gambit,1.0
Pacific Storm,5.0
Pacific Storm Allies,3.0
Paganitzu,3.0
Pahelika Secret Legends,1.0
Painkiller Black Edition,13.0
Painkiller Gold Edition,3.0
Painkiller Hell & Damnation,31.0
Painkiller Hell & Damnation - The Clock Strikes Meat Night,6.0
Painkiller Hell & Damnation Beta,2.0
Painkiller Overdose,12.0
Painkiller Recurring Evil,8.0
Painkiller Redemption,14.0
Painkiller Resurrection,8.0
Paint the Town Red,3.0
Pajama Sam in No Need to Hide When It's Dark Outside,2.0
Pandora Eclipse of Nashira,2.0
Pandora First Contact,2.0
Pandora Saga Weapons of Balance,16.0
Panzar,65.0
Panzer Corps,2.0
Panzer Elite Action Fields of Glory,2.0
Panzer Tactics HD,1.0
Paper Sorcerer,3.0
"Papers, Please",92.0
Papo & Yo,28.0
Papo & Yo Soundtrack,1.0
Paranautical Activity Deluxe Atonement Edition,6.0
Paranormal State Poison Spring Collector's Edition,3.0
Parcel,1.0
Parkan 2,2.0
Particula,21.0
Particulars,2.0
Party Hard,2.0
Party of Sin,6.0
Passing Pineview Forest,18.0
Pat & Mat,3.0
Patch testing for Chivalry,222.0
Path of Exile,339.0
Patrician III,6.0
Patrician IV Rise of a Dynasty,7.0
Patrician IV Steam Special Edition,11.0
Peggle Deluxe,20.0
Peggle Extreme,11.0
Peggle Nights,11.0
Penguins Arena Sedna's World,14.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,25.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,11.0
Penumbra Black Plague,19.0
Penumbra Necrologue,5.0
Penumbra Overture,32.0
Penumbra Requiem,19.0
PeriAreion,1.0
Perimeter 2 New Earth,1.0
Perpetuum,4.0
Petz Horsez 2,1.0
PewDiePie Legend of the Brofist,1.0
Phantom Breaker Battle Grounds,7.0
Phantom Breaker Battle Grounds - Kurisu Makise + Level 99 Pack,1.0
Pharaoh's Tomb,3.0
Phoenix Force,4.0
Pid ,45.0
Pier Solar - The Definitive Original Soundtrack,1.0
Pier Solar and the Great Architects,1.0
Piercing Blow,21.0
Pillars of Eternity,47.0
Pilot Crusader,1.0
Pinball Arcade,33.0
Pinball FX2,28.0
Pinball FX2 - Balls of Glory Pinball,1.0
Pinball FX2 - Captain America Table,3.0
Pinball FX2 - Civil War Table,2.0
Pinball FX2 - Core pack,7.0
Pinball FX2 - Doctor Strange Table,2.0
Pinball FX2 - Earth Defense Table,7.0
Pinball FX2 - Epic Quest Table,7.0
Pinball FX2 - Excalibur Table,2.0
Pinball FX2 - Mars Table,2.0
Pinball FX2 - Marvel Pinball Avengers Chronicles pack,3.0
Pinball FX2 - Marvel Pinball Original Pack,3.0
Pinball FX2 - Marvel's Ant-Man,1.0
Pinball FX2 - Paranormal Table,8.0
Pinball FX2 - Portal  Pinball,2.0
Pinball FX2 - Star Wars Pack,6.0
Pinball FX2 - Star Wars Pinball Balance of the Force Pack,3.0
Pinball FX2 - Star Wars Pinball Heroes Within Pack,1.0
Pinball FX2 - Super League - Zen Studios F.C. Table,1.0
Pinball FX2 - The Walking Dead Table,1.0
Pinball FX2 - Zen Classics Pack,7.0
Pineview Drive,3.0
Pink Heaven,8.0
Pink Hour,4.0
Pirates of Black Cove,4.0
Pirates of Black Cove Gold,47.0
Pirates vs Corsairs Davy Jones's Gold,1.0
Pirates! Gold Plus (Classic),1.0
"Pirates, Vikings, & Knights II",32.0
Pitiri 1977,4.0
Pixel Boy and the Ever Expanding Dungeon,1.0
Pixel Heroes Byte & Magic,2.0
Pixel Hunter,2.0
Pixel Piracy,38.0
Pixel Puzzles 2 Anime,1.0
Pixel Puzzles 2 Birds,1.0
Pixel Puzzles Japan,14.0
Pixel Puzzles UndeadZ,2.0
Pixel Space,1.0
Pixel Survivors,1.0
PixelJunk Eden,22.0
PixelJunk Monsters Ultimate,18.0
PixelJunk Shooter,11.0
PixelJunk Shooter Ultimate,1.0
Pizza Frenzy,1.0
Plague Inc Evolved,46.0
Plain Sight,16.0
Planet Explorers,12.0
Planet Stronghold,2.0
Planet of the Eyes,1.0
PlanetSide 2,390.0
Planetary Annihilation,81.0
Planetary Annihilation - Digital Deluxe Bundle,10.0
Planetary Annihilation - Original Soundtrack,10.0
Planetary Annihilation TITANS,13.0
Planetbase,8.0
Planets Under Attack,8.0
Planetside 2 Elite Soldier Bundle,1.0
Planetside 2 First Recruit Bundle,1.0
Plants vs. Zombies Game of the Year,66.0
Platformines,6.0
Platypus,5.0
Platypus II,12.0
"Please, Dont Touch Anything",2.0
Plug & Play,5.0
Point Perfect,1.0
Poker Night 2,35.0
Poker Night at the Inventory,52.0
Polarity,25.0
Poly Bridge,12.0
Pongo,2.0
Poof,2.0
Pool Nation,16.0
Pool Nation - Flair Pack ,1.0
Pool Nation FX,13.0
Port Royale 2,3.0
Port Royale 3,13.0
Port of Call,4.0
Portal,588.0
Portal 2,544.0
Portal 2 - The Final Hours,13.0
Portal 2 Sixense MotionPack,2.0
Portal 2 Sixense Perceptual Pack,31.0
Portal Stories Mel,49.0
Portal of Evil Stolen Runes Collector's Edition,1.0
Post Apocalyptic Mayhem,16.0
Post Apocalyptic Mayhem DLC 2 Chaos Pack,4.0
Post Master ,2.0
Post Mortem,4.0
Postal 3,4.0
Postmortem one must die (Extended Cut),1.0
Potatoman Seeks the Troof,2.0
Pound of Ground,1.0
Power-Up,4.0
Pox Nora,25.0
Praetorians,6.0
Pre-Civilization Marble Age,2.0
Pressure,11.0
Pressured,12.0
Pretentious Game,1.0
Pretty Girls Mahjong Solitaire,1.0
Prey,8.0
Pride of Nations,2.0
Primal Carnage,27.0
Primal Carnage Extinction,7.0
Primal Fears,2.0
Prime World,29.0
Prime World Defenders,10.0
Primordia,4.0
Prince of Persia,18.0
Prince of Persia The Forgotten Sands,18.0
Prince of Persia The Sands of Time,21.0
Prince of Persia The Two Thrones,16.0
Prince of Persia Warrior Within,15.0
Princess Isabella,1.0
Prison Architect,116.0
Prison Tycoon 3 Lockdown,1.0
Pro Cycling Manager 2013,3.0
Pro Cycling Manager 2014,2.0
Pro Cycling Manager 2015,5.0
Pro Cycling Manager Season 2008,1.0
Pro Cycling Manager Season 2009,2.0
Pro Evolution Soccer 2013,1.0
Pro Evolution Soccer 2013 DP DLC,1.0
Pro Evolution Soccer 2014,3.0
Pro Evolution Soccer 2014 Online Pass,3.0
Pro Evolution Soccer 2014 World Challenge DLC,1.0
Pro Evolution Soccer 2015,12.0
Pro Evolution Soccer 2016,3.0
Pro Rugby Manager 2015,1.0
Probably Archery,3.0
Professional Farmer 2014,12.0
Professional Farmer 2014 - America DLC,3.0
Project AURA,1.0
Project Aftermath,2.0
Project CARS,25.0
Project CARS - Audi Ruapuna Speedway Expansion Pack,3.0
Project CARS - Modified Car Pack ,6.0
Project CARS - Old Vs New Car Pack,4.0
Project Explore,3.0
Project Root,1.0
Project Snowblind,6.0
Project Temporality,4.0
Project Zomboid,38.0
Prophour23,1.0
Proteus,28.0
Proto Raider,1.0
ProtoGalaxy,10.0
Protocol,3.0
Prototype,33.0
Prototype 2 RADNET Access Pack,22.0
Psichodelya,1.0
Psycho Starship Rampage,1.0
Psychonauts,81.0
Psychonauts Demo,82.0
Puddle,5.0
Pulstar,2.0
Pulut Adventure,1.0
Putt-Putt Enters the Race,1.0
Putt-Putt Goes to the Moon,1.0
Putt-Putt Joins the Circus,1.0
Putt-Putt Joins the Parade,1.0
Putt-Putt Pep's Birthday Surprise,1.0
Putt-Putt Saves the Zoo,1.0
Putt-Putt Travels Through Time,2.0
Putt-Putt and Fatty Bear's Activity Pack,1.0
Putt-Putt and Pep's Balloon-o-Rama,2.0
Putt-Putt and Pep's Dog on a Stick,1.0
Puzzle Agent,29.0
Puzzle Agent 2,25.0
Puzzle Bots,6.0
Puzzle Chronicles,1.0
Puzzle Dimension,7.0
Puzzle Kingdoms,6.0
Puzzle Pirates,21.0
Puzzle Quest,9.0
Puzzle Quest 2,1.0
Puzzle Quest Galactrix,1.0
Puzzle Station 15th Anniversary Retro Release,1.0
Puzzler World 2,2.0
Pyramid Raid,7.0
Pyroblazer,1.0
Q.U.B.E Director's Cut,18.0
Q.U.B.E.,8.0
QUALIA 3 Multi Agent,1.0
Qora,1.0
Quake,16.0
Quake 4,9.0
Quake II,14.0
Quake II Ground Zero,14.0
Quake II The Reckoning,14.0
Quake III Arena,16.0
Quake III Team Arena,16.0
Quake Live,214.0
Quake Mission Pack 1 Scourge of Armagon,15.0
Quake Mission Pack 2 Dissolution of Eternity,15.0
QuantZ,5.0
Quantum Conundrum,17.0
Quantum Rush Online,24.0
Quantum of Solace,2.0
Quarries of Scred,1.0
Quest of Dungeons,4.0
QuestEvent,1.0
QuestRun,11.0
Questerium Sinister Trinity HD,1.0
Quick Slick Deadly,2.0
Quintet,10.0
Quiplash,1.0
Qvadriga,2.0
R.B.I. Baseball 15,1.0
R.O.O.T.S,3.0
R.U.S.E,43.0
R.U.S.E.,43.0
RACE 07,92.0
RACE 07 - Formula RaceRoom Add-On,47.0
RACE Caterham Expansion,12.0
RACE On,14.0
RADical ROACH Deluxe Edition,16.0
RAGE,87.0
RAW - Realms of Ancient War,33.0
RECYCLE,1.0
RESCUE 2,1.0
REVOLVER360 REACTOR,4.0
RIDE - 2015 Top Bikes Pack 1,2.0
RIDE - 2015 Top Bikes Pack 2,2.0
RIDE Game,3.0
RIDE Season Pass,2.0
RIDE Yamaha 2015 Bike Models,2.0
RIDE Yamaha Historical Bikes,2.0
RIFT,161.0
RIFT Infusion Edition,1.0
RIFT Typhoon Edition,1.0
RIP,5.0
RIP 2 Strike Back,5.0
RIP 3 The Last Hero,5.0
RISK Factions,6.0
ROCKETSROCKETSROCKETS,4.0
RONIN,1.0
ROSE Online,30.0
RPG MO,10.0
RPG Maker 2000,2.0
RPG Maker 2003,4.0
RPG Maker Arabian Nights,1.0
RPG Maker Classic Fantasy Music Pack,1.0
RPG Maker DS Resource Pack,6.0
RPG Maker DS+ Expansion - Retro SciFi,2.0
RPG Maker DS+ Resource Pack,1.0
RPG Maker Futuristic Tiles Resource Pack,10.0
RPG Maker High Fantasy 2 Resource Pack,2.0
RPG Maker High Fantasy Main Party Pack 1,7.0
RPG Maker Inspirational Vol. 2,2.0
RPG Maker Luna Engine,5.0
RPG Maker MV,1.0
RPG Maker MV Cover Art Characters Pack,1.0
RPG Maker MV Essentials Add-On,1.0
RPG Maker Mythos Horror Resource Pack,2.0
RPG Maker Old School Modern Resource Pack,4.0
RPG Maker Royal Tiles Resource Pack,13.0
RPG Maker Rural Farm Tiles Resource Pack,6.0
RPG Maker Samurai Resource Pack,1.0
RPG Maker The Simple Life Music Pack,1.0
RPG Maker Time Fantasy,2.0
RPG Maker Tyler Warren First 50 Battler Pack,12.0
RPG Maker Tyler Warren RPG Battlers  2nd 50,7.0
RPG Maker VX Ace,41.0
RPG Maker XP,10.0
RPG Maker Zombie Survival Graphic Pack,6.0
RPG Tycoon,3.0
RUNNING WITH RIFLES,4.0
RUSH,24.0
RWBY Grimm Eclipse,3.0
RWRZ,4.0
Rabbit Hole 3D Steam Edition,2.0
Race The Sun,52.0
Race The WTCC Game,18.0
RaceRoom Racing Experience ,192.0
Racer 8,25.0
Radial Impact,1.0
Rag Doll Kung Fu,6.0
Ragnarok,30.0
Ragnarok Online - Free to Play - European Version,5.0
Ragnarok Online 2,90.0
Raiden Legacy,1.0
RaiderZ,29.0
Railroad Pioneer,1.0
Railroad Tycoon 2 Platinum,11.0
Railroad Tycoon 3,11.0
Rake,2.0
Rampage Knights,6.0
Randal's Monday,2.0
Raptor Call of the Shadows (1994 Classic Edition),3.0
Ratz Instagib 2.0,2.0
Ravaged Zombie Apocalypse,10.0
Ravensword Shadowlands,11.0
Rayman Legends,15.0
Rayman Origins,12.0
Razor2 Hidden Skies,3.0
Reach for the Sun,1.0
Real Boxing,4.0
Real Horror Stories Ultimate Edition,6.0
Real Warfare,3.0
Real Warfare 2 Northern Crusades,2.0
Real World Racing,4.0
Real World Racing Amsterdam & Oakland,4.0
Really Big Sky,45.0
Realm of Perpetual Guilds,1.0
Realm of the Mad God,171.0
Realms of Arkania 1 - Blade of Destiny Classic,2.0
Realms of Arkania 2 - Star Trail Classic,2.0
Realms of Arkania 3 - Shadows over Riva Classic,2.0
Realms of Arkania Blade of Destiny,1.0
Realms of Chaos,3.0
Realms of the Haunting,30.0
Reaper - Tale of a Pale Swordsman,3.0
Reassembly,6.0
Rebel Galaxy,10.0
Rebuild 3 Gangs of Deadsville,1.0
Rebuild Gangs of Deadsville - Deluxe DLC,1.0
Receiver,42.0
Recettear An Item Shop's Tale,23.0
Reckless Ruckus,1.0
Red Bull X-Fighters,1.0
Red Crucible Firestorm,69.0
Red Faction,30.0
Red Faction Armageddon,113.0
Red Faction Armageddon Soundtrack,11.0
Red Faction Guerrilla Steam Edition,68.0
Red Faction II,29.0
Red Orchestra 2 Heroes of Stalingrad - Single Player,168.0
Red Orchestra Beta,1.0
Red Orchestra Ostfront 41-45,63.0
Red Stone Online,4.0
Redshirt,4.0
RefleX,4.0
Reflections,1.0
Regimental Chess,3.0
Reign Conflict of Nations,2.0
Reign Of Kings,32.0
ReignMaker,1.0
Rekoil,1.0
Relic Hunters Zero,35.0
Relive,2.0
Remember Me,40.0
Remnants Of Isolation,7.0
Renaissance Heroes,3.0
Renegade Ops,23.0
Renowned Explorers International Society,2.0
Reprisal Universe,2.0
Republique,3.0
Requiem,9.0
Rescue Everyday Heroes,3.0
Rescue Team 5,1.0
Resident Evil / biohazard HD REMASTER,14.0
Resident Evil 5 / Biohazard 5,49.0
Resident Evil 6 / Biohazard 6,44.0
Resident Evil 6 Mercenaries No Mercy,8.0
Resident Evil Operation Raccoon City,5.0
Resident Evil Revelations / Biohazard Revelations,31.0
Resident Evil Revelations 2 / Biohazard Revelations 2,30.0
Residue Final Cut,2.0
Resonance,1.0
Restaurant Empire II,3.0
Retaliation,1.0
Retention,4.0
Retro City Rampage DX,13.0
Retro Game Crunch,1.0
Retro-Pixel Castles,1.0
Retro/Grade,6.0
Retro/Grade IGF Demo,2.0
Retrovirus,2.0
Return to Castle Wolfenstein,19.0
Return to Mysterious Island,2.0
Return to Mysterious Island 2,2.0
Reus,64.0
Reveal The Deep,3.0
Revelations 2012,2.0
Revenge of the Titans,28.0
Reverse Crawl,1.0
Reversi,1.0
Reversion - The Escape,29.0
Reversion - The Meeting,1.0
Revolution Ace,17.0
Rex Nebular and the Cosmic Gender Bender,1.0
Rexaura,4.0
Rhythm Destruction,5.0
Rhythm Zone,2.0
Richard & Alice,3.0
Ricochet,524.0
Ride 'em Low,2.0
Ride! Carnival Tycoon,1.0
Ridge Racer Unbounded,4.0
Riding Star,1.0
Rift Ascended Edition,1.0
